"","landCoverCode","year","sqKm","landCoverCategory","landCoverNameSp","landCoverName"
"230",26,2008,4.46007475027905,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"231",27,2008,26.6198735132975,"Grassland","Sabana de pajon","Sabana de pajon"
"232",33,2008,5.13453259438489,"Wetland","Eneal","Cattail marsh"
"233",35,2008,98.0761573394746,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"234",37,2008,707.842045507983,"Cultivated","Cultivos intensivos","Cultivated land"
"235",38,2008,467.649178282359,"Cultivated","Caña","Sugar cane"
"236",39,2008,266.177373893259,"Cultivated","Arroz","Rice"
"237",40,2008,575.127106203328,"Cultivated","Pasto","Pasture"
"238",51,2008,27.1616446882776,"Cultivated","Palma Africana","African palm"
"239",52,2008,221.719115263081,"Cultivated","Palma de Coco","Coco Palm"
"240",53,2008,2290.11766230792,"Cultivated","Café y Cacao","Coffee and Cacao"
"241",59,2008,3857.38905088261,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"242",65,2008,17.0809412302471,"Unvegetated","Lagunos o lagos","Lake"
"243",72,2008,12.2258487864676,"Unvegetated","Areas pobladas","Populated areas"
"244",1,2009,1555.87395695404,"Forest","Bosque conifero denso","Dense conifer forest"
"245",2,2009,601.849188597338,"Forest","Bosque conifero abierto","Open conifer forest"
"246",4,2009,924.247863223018,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"247",6,2009,2459.94659324508,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"248",8,2009,1421.57523736426,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"249",9,2009,2049.63577969404,"Forest","Bosque seco","Dry forest"
"250",12,2009,9.69220212190124,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"251",13,2009,111.886604715086,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"252",14,2009,34.2357368795941,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"253",16,2009,1620.80546690809,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"254",20,2009,932.53865544226,"Shrubland","Matorral seco","Dry matorral"
"255",21,2009,9.26863018892053,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"256",24,2009,3.17834619220068,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"257",26,2009,4.43946609641858,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"258",27,2009,26.5568340904355,"Grassland","Sabana de pajon","Sabana de pajon"
"259",33,2009,5.10269582580701,"Wetland","Eneal","Cattail marsh"
"260",35,2009,97.4235395377335,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"261",37,2009,702.70758536655,"Cultivated","Cultivos intensivos","Cultivated land"
"262",38,2009,465.168116370845,"Cultivated","Caña","Sugar cane"
"263",39,2009,264.416642053231,"Cultivated","Arroz","Rice"
"264",40,2009,569.208987234426,"Cultivated","Pasto","Pasture"
"265",51,2009,23.7924742001056,"Cultivated","Palma Africana","African palm"
"266",52,2009,220.663187611939,"Cultivated","Palma de Coco","Coco Palm"
"267",53,2009,2279.84023430162,"Cultivated","Café y Cacao","Coffee and Cacao"
"268",59,2009,3832.61303668922,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"269",65,2009,17.0538002446465,"Unvegetated","Lagunos o lagos","Lake"
"270",72,2009,12.1756303217917,"Unvegetated","Areas pobladas","Populated areas"
"271",1,2010,1551.10323100772,"Forest","Bosque conifero denso","Dense conifer forest"
"272",2,2010,599.229892011928,"Forest","Bosque conifero abierto","Open conifer forest"
"273",4,2010,921.503960544201,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"274",6,2010,2448.85756104838,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"275",8,2010,1412.90816221556,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"276",9,2010,2037.27248038712,"Forest","Bosque seco","Dry forest"
"277",12,2010,9.68310349852478,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"278",13,2010,111.820879939087,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"279",14,2010,34.1981681853857,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"280",16,2010,1608.61216804438,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"281",20,2010,926.034990652437,"Shrubland","Matorral seco","Dry matorral"
"282",21,2010,9.26412941997034,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"283",24,2010,3.17834619220068,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"284",26,2010,4.43351637934094,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"285",27,2010,26.5004986760343,"Grassland","Sabana de pajon","Sabana de pajon"
"286",33,2010,5.08859515885022,"Wetland","Eneal","Cattail marsh"
"287",35,2010,96.7150564253686,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"288",37,2010,696.711658374135,"Cultivated","Cultivos intensivos","Cultivated land"
"289",38,2010,458.263708803402,"Cultivated","Caña","Sugar cane"
"290",39,2010,262.777586423318,"Cultivated","Arroz","Rice"
"291",40,2010,563.266508222824,"Cultivated","Pasto","Pasture"
"292",51,2010,21.6077040567554,"Cultivated","Palma Africana","African palm"
"293",52,2010,219.689880383221,"Cultivated","Palma de Coco","Coco Palm"
"294",53,2010,2268.27550356191,"Cultivated","Café y Cacao","Coffee and Cacao"
"295",59,2010,3807.46560946402,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"296",65,2010,17.0010298665297,"Unvegetated","Lagunos o lagos","Lake"
"297",72,2010,12.0949561585727,"Unvegetated","Areas pobladas","Populated areas"
"298",1,2011,1546.47072300784,"Forest","Bosque conifero denso","Dense conifer forest"
"299",2,2011,597.306426891231,"Forest","Bosque conifero abierto","Open conifer forest"
"300",4,2011,919.791169024047,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"301",6,2011,2439.01110086236,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"302",8,2011,1401.83820788568,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"303",9,2011,2025.97107439087,"Forest","Bosque seco","Dry forest"
"304",12,2011,9.66133408416321,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"305",13,2011,111.721274990851,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"306",14,2011,34.1043681548608,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"307",16,2011,1598.63004595802,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"308",20,2011,919.517635239943,"Shrubland","Matorral seco","Dry matorral"
"309",21,2011,9.26087853978418,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"310",24,2011,3.17834619220068,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"311",26,2011,4.41828343339307,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"312",27,2011,26.4425400983747,"Grassland","Sabana de pajon","Sabana de pajon"
"313",33,2011,5.06228198802991,"Wetland","Eneal","Cattail marsh"
"314",35,2011,95.978499064427,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"315",37,2011,691.76324035259,"Cultivated","Cultivos intensivos","Cultivated land"
"316",38,2011,454.989232862674,"Cultivated","Caña","Sugar cane"
"317",39,2011,260.747505646874,"Cultivated","Arroz","Rice"
"318",40,2011,556.445818491944,"Cultivated","Pasto","Pasture"
"319",51,2011,21.3130774620594,"Cultivated","Palma Africana","African palm"
"320",52,2011,218.188897046756,"Cultivated","Palma de Coco","Coco Palm"
"321",53,2011,2257.68053848288,"Cultivated","Café y Cacao","Coffee and Cacao"
"322",59,2011,3783.01743826361,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"323",65,2011,16.9780899876515,"Unvegetated","Lagunos o lagos","Lake"
"324",72,2011,12.0075405699534,"Unvegetated","Areas pobladas","Populated areas"
"325",1,2012,1538.33964911073,"Forest","Bosque conifero denso","Dense conifer forest"
"326",2,2012,594.524174721458,"Forest","Bosque conifero abierto","Open conifer forest"
"327",4,2012,914.3140604357,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"328",6,2012,2424.182972122,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"329",8,2012,1386.35185363911,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"330",9,2012,2005.62186399959,"Forest","Bosque seco","Dry forest"
"331",12,2012,9.64675178617004,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"332",13,2012,111.655391016131,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"333",14,2012,34.0694105652222,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"334",16,2012,1587.89974664474,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"335",20,2012,910.193758324336,"Shrubland","Matorral seco","Dry matorral"
"336",21,2012,9.24867702960474,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"337",24,2012,3.1767567206333,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"338",26,2012,4.41327435722729,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"339",27,2012,26.3562566358515,"Grassland","Sabana de pajon","Sabana de pajon"
"340",33,2012,5.05823774810193,"Wetland","Eneal","Cattail marsh"
"341",35,2012,95.1967408246853,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"342",37,2012,684.830769777753,"Cultivated","Cultivos intensivos","Cultivated land"
"343",38,2012,449.271671433937,"Cultivated","Caña","Sugar cane"
"344",39,2012,259.314640298455,"Cultivated","Arroz","Rice"
"345",40,2012,550.813289480942,"Cultivated","Pasto","Pasture"
"346",51,2012,20.9555769886573,"Cultivated","Palma Africana","African palm"
"347",52,2012,216.851893389601,"Cultivated","Palma de Coco","Coco Palm"
"348",53,2012,2243.83814018898,"Cultivated","Café y Cacao","Coffee and Cacao"
"349",59,2012,3749.05243381249,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"350",65,2012,16.9335686853761,"Unvegetated","Lagunos o lagos","Lake"
"351",72,2012,11.9380706946964,"Unvegetated","Areas pobladas","Populated areas"
"352",1,2013,1536.03799815963,"Forest","Bosque conifero denso","Dense conifer forest"
"353",2,2013,583.981447437389,"Forest","Bosque conifero abierto","Open conifer forest"
"354",4,2013,912.465665786457,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"355",6,2013,2417.3416806233,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"356",8,2013,1379.76876017946,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"357",9,2013,1993.18729626689,"Forest","Bosque seco","Dry forest"
"358",12,2013,9.63295959439392,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"359",13,2013,111.615229950258,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"360",14,2013,34.0243028836481,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"361",16,2013,1577.49052197504,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"362",20,2013,901.192869618329,"Shrubland","Matorral seco","Dry matorral"
"363",21,2013,9.24357466116419,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"364",24,2013,3.17140844020605,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"365",26,2013,4.40400015540478,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"366",27,2013,26.3337843478651,"Grassland","Sabana de pajon","Sabana de pajon"
"367",33,2013,5.05341819060437,"Wetland","Eneal","Cattail marsh"
"368",35,2013,94.3243559797437,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"369",37,2013,679.061674246262,"Cultivated","Cultivos intensivos","Cultivated land"
"370",38,2013,443.979845730625,"Cultivated","Caña","Sugar cane"
"371",39,2013,258.778655721388,"Cultivated","Arroz","Rice"
"372",40,2013,545.374734914238,"Cultivated","Pasto","Pasture"
"373",51,2013,20.9330950348139,"Cultivated","Palma Africana","African palm"
"374",52,2013,216.323515816195,"Cultivated","Palma de Coco","Coco Palm"
"375",53,2013,2238.29111529193,"Cultivated","Café y Cacao","Coffee and Cacao"
"376",59,2013,3729.71020042115,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"377",65,2013,16.9134807655045,"Unvegetated","Lagunos o lagos","Lake"
"378",72,2013,11.9277072619925,"Unvegetated","Areas pobladas","Populated areas"
"379",1,2014,1527.30646435193,"Forest","Bosque conifero denso","Dense conifer forest"
"380",2,2014,579.563486106634,"Forest","Bosque conifero abierto","Open conifer forest"
"381",4,2014,911.369485921052,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"382",6,2014,2408.48103332251,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"383",8,2014,1372.20959869084,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"384",9,2014,1983.1109821864,"Forest","Bosque seco","Dry forest"
"385",12,2014,9.62449393422974,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"386",13,2014,111.57026973967,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"387",14,2014,33.9219029350055,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"388",16,2014,1564.57072487627,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"389",20,2014,895.067744137051,"Shrubland","Matorral seco","Dry matorral"
"390",21,2014,9.22880117752161,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"391",24,2014,3.16808631908118,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"392",26,2014,4.3964619425813,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"393",27,2014,25.7869103006286,"Grassland","Sabana de pajon","Sabana de pajon"
"394",33,2014,5.0509663466322,"Wetland","Eneal","Cattail marsh"
"395",35,2014,93.6548090727369,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"396",37,2014,670.936870934953,"Cultivated","Cultivos intensivos","Cultivated land"
"397",38,2014,438.725752353484,"Cultivated","Caña","Sugar cane"
"398",39,2014,257.915104545481,"Cultivated","Arroz","Rice"
"399",40,2014,539.656004673434,"Cultivated","Pasto","Pasture"
"400",51,2014,20.9089697943195,"Cultivated","Palma Africana","African palm"
"401",52,2014,215.474891068891,"Cultivated","Palma de Coco","Coco Palm"
"402",53,2014,2229.67866429002,"Cultivated","Café y Cacao","Coffee and Cacao"
"403",59,2014,3705.52783781421,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"404",65,2014,16.8670210288558,"Unvegetated","Lagunos o lagos","Lake"
"405",72,2014,11.8883102713975,"Unvegetated","Areas pobladas","Populated areas"
"406",1,2015,1519.97844975402,"Forest","Bosque conifero denso","Dense conifer forest"
"407",2,2015,574.277096956867,"Forest","Bosque conifero abierto","Open conifer forest"
"408",4,2015,907.244640595827,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"409",6,2015,2391.77554813397,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"410",8,2015,1361.45326979908,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"411",9,2015,1969.82108197257,"Forest","Bosque seco","Dry forest"
"412",12,2015,9.60957103545288,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"413",13,2015,111.353358412453,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"414",14,2015,33.7039263677917,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"415",16,2015,1550.58831559682,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"416",20,2015,890.487687877206,"Shrubland","Matorral seco","Dry matorral"
"417",21,2015,9.2112469720165,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"418",24,2015,3.15109548809302,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"419",26,2015,4.38647131070996,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"420",27,2015,25.5806025720838,"Grassland","Sabana de pajon","Sabana de pajon"
"421",33,2015,5.04571798235791,"Wetland","Eneal","Cattail marsh"
"422",35,2015,93.1878347368403,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"423",37,2015,665.322861249225,"Cultivated","Cultivos intensivos","Cultivated land"
"424",38,2015,434.179833486561,"Cultivated","Caña","Sugar cane"
"425",39,2015,256.720793787424,"Cultivated","Arroz","Rice"
"426",40,2015,536.411905646552,"Cultivated","Pasto","Pasture"
"427",51,2015,20.8537463799366,"Cultivated","Palma Africana","African palm"
"428",52,2015,214.041297526231,"Cultivated","Palma de Coco","Coco Palm"
"429",53,2015,2222.11923559239,"Cultivated","Café y Cacao","Coffee and Cacao"
"430",59,2015,3677.92473616314,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"431",65,2015,16.8468435041189,"Unvegetated","Lagunos o lagos","Lake"
"432",72,2015,11.7887900924576,"Unvegetated","Areas pobladas","Populated areas"
"433",1,2016,1502.43479404375,"Forest","Bosque conifero denso","Dense conifer forest"
"434",2,2016,566.359402428507,"Forest","Bosque conifero abierto","Open conifer forest"
"435",4,2016,898.713760849124,"Forest","Bosque latifoliado nublado","Wet broadleaf forest"
"436",6,2016,2359.91647102621,"Forest","Bosque latifoliado humedo","Moist broadleaf forest"
"437",8,2016,1347.70364014062,"Forest","Bosque latifoliado semi-humedo","Semi-moist broadleaf forest"
"438",9,2016,1958.46770562133,"Forest","Bosque seco","Dry forest"
"439",12,2016,9.56593131697998,"Wetland","Bosque humedales salobres temporalmente inundado","Temporarily flooded forested brackish wetlands"
"440",13,2016,109.69824282731,"Wetland","Bosque humedales salobres permanentemente inundado","Permanently flooded forested brackish wetlands"
"441",14,2016,33.5060992630188,"Wetland","Bosque humedales de agua dulce","Forested freshwater wetlands"
"442",16,2016,1527.74826596385,"Shrubland","Matorral latifoliado","Broadleaf matorral"
"443",20,2016,886.32834575724,"Shrubland","Matorral seco","Dry matorral"
"444",21,2016,9.13505021300793,"Shrubland","Matorral de humedales salobres","Brackish wetland matorral"
"445",24,2016,3.14712120504065,"Wetland","Sabana de humedales salobres","Grassy brackish wetlands"
"446",26,2016,4.35839650803906,"Wetland","Sabana humedales de agua aulce","Grassy freshwater marsh"
"447",27,2016,25.3623778146772,"Grassland","Sabana de pajon","Sabana de pajon"
"448",33,2016,5.02924270185193,"Wetland","Eneal","Cattail marsh"
"449",35,2016,92.5470889617372,"Unvegetated","Escasa vegetación o area erosionada","Unvegetated or eroded areas"
"450",37,2016,659.72721893695,"Cultivated","Cultivos intensivos","Cultivated land"
"451",38,2016,427.091398400887,"Cultivated","Caña","Sugar cane"
"452",39,2016,255.172265897334,"Cultivated","Arroz","Rice"
"453",40,2016,527.564648471997,"Cultivated","Pasto","Pasture"
"454",51,2016,20.6911907380445,"Cultivated","Palma Africana","African palm"
"455",52,2016,211.018969769137,"Cultivated","Palma de Coco","Coco Palm"
"456",53,2016,2202.84073925461,"Cultivated","Café y Cacao","Coffee and Cacao"
"457",59,2016,3626.93395741859,"Cultivated","Agricultura de Subsistencia y Pasto","Subsistence agriculture or pasture"
"458",65,2016,16.7789411955703,"Unvegetated","Lagunos o lagos","Lake"
"459",72,2016,11.6836686914359,"Unvegetated","Areas pobladas","Populated areas"
